0.906930 0.629449 0.738045 0.828290
0.908821 0.631474 0.733066 0.828770
0.910713 0.626627 0.730847 0.829118
0.912629 0.628186 0.730250 0.827585
0.914252 0.634101 0.729779 0.829364
0.916065 0.624349 0.731648 0.826696
0.917793 0.624791 0.730541 0.823831
0.919618 0.629220 0.727130 0.823206
0.921285 0.624938 0.723485 0.819806
0.922898 0.623983 0.725441 0.818615
0.924553 0.625351 0.727406 0.819740
0.926220 0.625621 0.725332 0.817759
0.927822 0.623547 0.724982 0.816612
0.929515 0.622650 0.725213 0.820788
0.931181 0.621016 0.722231 0.820050
0.932757 0.618150 0.720512 0.817049
0.934380 0.615627 0.718544 0.816400
0.936018 0.613336 0.716702 0.812784
0.937609 0.613715 0.716419 0.815492
0.939117 0.614308 0.717556 0.812928
0.940875 0.611366 0.714788 0.808702
0.942505 0.607004 0.709985 0.807057
0.944057 0.602029 0.709872 0.804125
0.945557 0.606609 0.710800 0.808040
0.946972 0.604968 0.707428 0.806800
0.948479 0.596147 0.704428 0.804876
0.949843 0.600619 0.707269 0.803459
0.951214 0.601586 0.706291 0.800639
0.952650 0.598746 0.702569 0.797489
0.954096 0.598602 0.699764 0.796517
0.955526 0.595117 0.696419 0.799736
0.956941 0.591032 0.695024 0.800872
0.958324 0.587345 0.693205 0.796364
0.959720 0.584379 0.689558 0.792425
0.961064 0.581845 0.689133 0.788647
0.962360 0.578212 0.690768 0.793116
0.963634 0.577048 0.687063 0.788777
0.964958 0.580528 0.682995 0.782009
0.966299 0.572648 0.681585 0.784137
0.967571 0.562674 0.676826 0.782284
0.968790 0.563602 0.675254 0.776272
0.970076 0.566492 0.673372 0.768471
0.971452 0.562766 0.668211 0.772253
0.972676 0.556298 0.664845 0.777791
0.973921 0.545505 0.662480 0.772585
0.975163 0.534477 0.656505 0.762173
0.976294 0.534687 0.651299 0.758522
0.977537 0.532109 0.644791 0.754768
0.978745 0.523222 0.640956 0.752487
0.979967 0.515747 0.635891 0.752496
0.981124 0.511104 0.624786 0.741665
0.982330 0.510293 0.619061 0.732181
0.983480 0.504268 0.616559 0.731811
0.984579 0.490043 0.609934 0.729825
0.985645 0.481737 0.598853 0.720293
0.986760 0.465632 0.589631 0.713630
0.987960 0.454377 0.582088 0.707693
0.989049 0.444715 0.570432 0.699260
0.990050 0.429577 0.555336 0.688148
0.991079 0.419746 0.543815 0.676996
0.992069 0.408210 0.527672 0.662266
0.993048 0.388034 0.512057 0.649087
0.994064 0.365154 0.492834 0.636241
0.994995 0.344812 0.469629 0.605688
0.995912 0.331870 0.447553 0.593200
0.996773 0.290883 0.416984 0.574675
0.997597 0.251840 0.374413 0.537383
0.998372 0.211089 0.326857 0.485950
0.999053 0.148416 0.272400 0.419840
0.999558 0.096313 0.201589 0.362814
0.999865 0.004587 0.115968 0.275457
